"batch_id","dataset_id","chart_dim_rule","grid_name","lambda_sync","direct_cv_rmse","cache_cv_rmse","cv_rmse_delta","direct_total_gcv","cache_total_gcv"
"FB01","LA-D1-RAW-N500","auto","mixed_4",0,0.124801500520383,0.124801500520383,0,5.1554554981604,5.1554554981604
"FB01","LA-D1-RAW-N500","auto","mixed_4",0.1,0.113366576337887,0.11336657633789,3.91353616180368e-15,5.18688019077186,5.18688019077186
"FB01","LA-D1-RAW-N500","auto","mixed_4",1,0.109232172190474,0.109232172190464,-9.38138455808257e-15,5.29447712877768,5.29447712877768
"FB01","LA-D1-RAW-N500","auto","mixed_4",10,0.106337352514263,0.106337352514268,5.30131494258512e-15,5.49175463192731,5.49175463192732
"FB01","LA-D1-RAW-N500","auto","positive_7",0.01,0.119323342591373,0.119323342591368,-5.17641485231479e-15,5.16170168076263,5.16170168076263
"FB01","LA-D1-RAW-N500","auto","positive_7",0.03,0.116479524696294,0.116479524696295,3.7470027081099e-16,5.16843089542166,5.16843089542166
"FB01","LA-D1-RAW-N500","auto","positive_7",0.1,0.113366576337887,0.11336657633789,3.91353616180368e-15,5.18688019077186,5.18688019077186
"FB01","LA-D1-RAW-N500","auto","positive_7",0.3,0.111162866336293,0.111162866336289,-4.06619182768964e-15,5.22407343831082,5.22407343831082
"FB01","LA-D1-RAW-N500","auto","positive_7",1,0.109232172190474,0.109232172190464,-9.38138455808257e-15,5.29447712877768,5.29447712877768
"FB01","LA-D1-RAW-N500","auto","positive_7",3,0.107553722062924,0.107553722062898,-2.59098298371896e-14,5.38115936277671,5.38115936277671
"FB01","LA-D1-RAW-N500","auto","positive_7",10,0.106337352514263,0.106337352514268,5.30131494258512e-15,5.49175463192731,5.49175463192732
"FB09","LA-13K-SUB-N500","auto","mixed_4",0,3.10453553095031,3.10453553095031,0,14.6609846636734,14.6609846636734
"FB09","LA-13K-SUB-N500","auto","mixed_4",0.1,1.91778047286096,1.91778047473285,1.87188731182175e-09,15.2636052304077,15.2636052304078
"FB09","LA-13K-SUB-N500","auto","mixed_4",1,0.52630576252396,0.526305762539041,1.50812695665081e-11,18.5840853137371,18.5840853137373
"FB09","LA-13K-SUB-N500","auto","mixed_4",10,0.168928089078665,0.168928089047041,-3.1623370588818e-11,25.1184148620288,25.1184148620288
"FB09","LA-13K-SUB-N500","auto","positive_7",0.01,2.56483219810895,2.56483219746532,-6.43628705887522e-10,14.7922631621389,14.7922631621389
"FB09","LA-13K-SUB-N500","auto","positive_7",0.03,2.42519210426113,2.4251920993729,-4.88822937683153e-09,14.884157852869,14.8841578528691
"FB09","LA-13K-SUB-N500","auto","positive_7",0.1,1.91778047286096,1.91778047473285,1.87188731182175e-09,15.2636052304077,15.2636052304078
"FB09","LA-13K-SUB-N500","auto","positive_7",0.3,1.17642993074402,1.17642993020679,-5.37234035036249e-10,16.3088219859807,16.3088219859814
"FB09","LA-13K-SUB-N500","auto","positive_7",1,0.52630576252396,0.526305762539041,1.50812695665081e-11,18.5840853137371,18.5840853137373
"FB09","LA-13K-SUB-N500","auto","positive_7",3,0.26231120100256,0.26231120102787,2.53095322477748e-11,21.5096811443642,21.5096811443653
"FB09","LA-13K-SUB-N500","auto","positive_7",10,0.168928089078665,0.168928089047041,-3.1623370588818e-11,25.1184148620288,25.1184148620288
"FB14","SYN-RANK-BLOCKS-N600-P100","local.auto","mixed_4",0,4.9210872349451,4.9210872349451,0,17.1642672130261,17.1642672130261
"FB14","SYN-RANK-BLOCKS-N600-P100","local.auto","mixed_4",0.1,0.170182351734213,0.170182351734051,-1.62397872927045e-13,21.160216182471,21.1602161824706
"FB14","SYN-RANK-BLOCKS-N600-P100","local.auto","mixed_4",1,0.141815587802264,0.141815587802219,-4.55746551608627e-14,32.1951411170099,32.1951411170098
"FB14","SYN-RANK-BLOCKS-N600-P100","local.auto","mixed_4",10,0.118103071715179,0.118103071715171,-7.57727214306669e-15,55.5335090813563,55.5335090813574
"FB14","SYN-RANK-BLOCKS-N600-P100","local.auto","positive_7",0.01,0.204312657711426,0.204312657710885,-5.41844347168308e-13,19.8407813302214,19.8407813302214
"FB14","SYN-RANK-BLOCKS-N600-P100","local.auto","positive_7",0.03,0.185259855232446,0.185259855231794,-6.51645404303736e-13,20.0755110369006,20.0755110369008
"FB14","SYN-RANK-BLOCKS-N600-P100","local.auto","positive_7",0.1,0.170182351734213,0.170182351734051,-1.62397872927045e-13,21.160216182471,21.1602161824706
"FB14","SYN-RANK-BLOCKS-N600-P100","local.auto","positive_7",0.3,0.156915522104208,0.156915522103842,-3.65957264492067e-13,24.3877928522942,24.387792852295
"FB14","SYN-RANK-BLOCKS-N600-P100","local.auto","positive_7",1,0.141815587802264,0.141815587802219,-4.55746551608627e-14,32.1951411170099,32.1951411170098
"FB14","SYN-RANK-BLOCKS-N600-P100","local.auto","positive_7",3,0.128626346319356,0.12862634631934,-1.58206781009085e-14,42.8076072852334,42.8076072852328
"FB14","SYN-RANK-BLOCKS-N600-P100","local.auto","positive_7",10,0.118103071715179,0.118103071715171,-7.57727214306669e-15,55.5335090813563,55.5335090813574
