"point","error_auto","error_local_auto","rmse_component","truth_rmse_auto","truth_rmse_local_auto","truth_rmse_delta","dataset_id","batch_id","local_dim","auto_dim","dim_deviation"
1,-0.0238041019163111,-0.0198993634483045,-3.56111278547357e-06,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
2,0.0687582872649413,0.067468348488061,-3.66698414893736e-06,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
3,0.0160987113103223,0.0303792613043721,1.38506454601882e-05,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",1,2,-1
4,0.163539462646764,0.167456925128469,2.70586423925623e-05,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",3,2,1
5,-0.0332440270309243,-0.0387331262146861,8.24467702028202e-06,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
6,-0.0492836789124984,-0.051353493075464,4.34678021270871e-06,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
7,0.0766524586541717,0.0748872460602709,-5.58214812937929e-06,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
8,0.0290054931923391,0.0295114524976762,6.17838746173945e-07,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
9,-0.000778380734202277,0.000959009480701434,6.54880625683897e-09,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
10,-0.0459703481706013,-0.0457510442186353,-4.19754151235363e-07,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
11,0.0483467789182544,0.0462235562291568,-4.19013849298694e-06,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
12,0.00994385406988346,0.00793551700238931,-7.49319000026689e-07,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
13,0.0162974351694997,0.0178076203921431,1.0747980768101e-06,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
14,-0.0855571375523401,-0.0908646994777845,1.95400339001899e-05,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
15,0.0631676510776849,0.0517962736727539,-2.72805145993592e-05,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
16,-0.0190277359769587,-0.0186143406272004,-3.24726000908734e-07,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
17,-0.00971793158129863,-0.0213726980483481,7.56155291933531e-06,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",3,2,1
18,0.00784778759482607,0.0090339250018775,4.17858660441771e-07,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
19,-0.0147913165680725,-0.0123171844054613,-1.39960762822005e-06,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
20,0.0902007422499592,0.0967899030660364,2.57115282099088e-05,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
21,0.000604603329184312,0.00115789903353924,2.0350023227983e-08,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
22,-0.0122551839249223,-0.0173106076348349,3.11906894506284e-06,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
23,0.0609580857407454,0.0496034614397821,-2.61971941932029e-05,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
24,-0.0389429631284789,-0.0389441930334627,1.99901158652084e-09,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
25,0.0221887814812674,0.018374176146099,-3.22891883718779e-06,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
26,-0.030536769338765,-0.0181699934728986,-1.25696637131165e-05,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",1,2,-1
27,0.0119176203062154,0.0118494785906973,-3.37961430201046e-08,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
28,0.0119176203062154,0.0118494785906973,-3.37961430201046e-08,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
29,-0.00981755096609935,-0.0079843991901192,-6.80994975406179e-07,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
30,0.0599749128708511,0.0639800065372911,1.03598709980715e-05,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
31,0.0646222227384739,0.0721798594457724,2.15752890223195e-05,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
32,0.0625779732175778,0.0568883394741983,-1.4184292323238e-05,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
33,-0.0248846560059658,-0.0239318094584234,-9.70660147200919e-07,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",1,2,-1
34,-0.0189321368229019,-0.01322684172274,-3.82876103610244e-06,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
35,-0.0547355790828783,-0.0551261081343431,8.95318408429605e-07,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
36,-0.0214234848358541,-0.0125304106352252,-6.30114431243052e-06,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
37,-0.0487950608689604,-0.0627131781932296,3.2386599709533e-05,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
38,-0.0487543208885104,-0.0651992941068745,3.91056204245496e-05,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
39,0.0402238127108429,0.0567446040702315,3.34302061225734e-05,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
40,-0.0324987482030823,-0.0501825101192606,3.05112246550858e-05,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
41,0.0744031174894097,0.0760082392236164,5.03809679210572e-06,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
42,0.0622438533500792,0.0609619682040394,-3.2957802514264e-06,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",3,2,1
43,0.0695300666775003,0.0654757454254044,-1.14221675491507e-05,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
44,0.0244683169681805,0.026641075245374,2.31734146352963e-06,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
45,-0.0736243622705615,-0.0752659629456093,5.10049003601855e-06,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
46,-0.0779852338266391,-0.0798781173042549,6.23566967663945e-06,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",3,2,1
47,0.0221799060982318,0.0253264107555881,3.11930357452788e-06,0.0467257316615594,0.0491154352290414,0.00238970356748196,"LA-D1-RAW-N500","FB01",2,2,0
